SCCS_ID,language_family,G1_Associated,G2_Harm,G3_Help,G4_Punitive,SG1_Associated,SG2_Harm,SG3_Help,SG4_Punitive,MS1_Associated,MS2_Harm,MS3_Help,MS4_Punitive,Social_Complexity,ResourceStress,Stress
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,4,-0.639041621
65,Turkic,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,30,1,0.888385296
65,Turkic,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,30,2,0.310158047
65,Turkic,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,30,3,-0.270644430
65,Turkic,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,30,4,-0.296912891
66,Mongolic,1,NA,1,NA,1,1,1,0,1,1,1,1,32,1,-0.114630361
66,Mongolic,1,NA,1,NA,1,1,1,0,1,1,1,1,32,2,1.165442359
66,Mongolic,1,NA,1,NA,1,1,1,0,1,1,1,1,32,3,NA
66,Mongolic,1,NA,1,NA,1,1,1,0,1,1,1,1,32,4,-0.205654550
67,Sino-Tibetan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,NA
67,Sino-Tibetan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2,NA
67,Sino-Tibetan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,3,NA
67,Sino-Tibetan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,4,0.996315979
68,Sino-Tibetan,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,32,1,-1.117646018
68,Sino-Tibetan,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,32,2,-1.400410576
68,Sino-Tibetan,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,32,3,-0.811933291
68,Sino-Tibetan,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,32,4,1.213261184
69,Sino-Tibetan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,NA
69,Sino-Tibetan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2,NA
69,Sino-Tibetan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,3,NA
69,Sino-Tibetan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,4,0.456514054
70,Sino-Tibetan,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,31,1,0.888385296
70,Sino-Tibetan,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,31,2,0.310158047
70,Sino-Tibetan,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,31,3,NA
70,Sino-Tibetan,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,31,4,0.497973312
71,Sino-Tibetan,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,48,1,NA
71,Sino-Tibetan,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,48,2,NA
71,Sino-Tibetan,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,48,3,-0.811933291
71,Sino-Tibetan,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,48,4,0.025559785
72,Austroasiatic,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,19,1,0.888385296
72,Austroasiatic,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,19,2,-0.545126265
72,Austroasiatic,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,19,3,0.270644430
72,Austroasiatic,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,19,4,1.227529072
73,Austroasiatic,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,47,1,-1.117646018
73,Austroasiatic,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,47,2,1.165442359
73,Austroasiatic,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,47,3,NA
73,Austroasiatic,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,47,4,0.391418033
74,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1,NA
74,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,2,NA
74,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,3,NA
74,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,4,1.085165353
75,Austroasiatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,1,NA
75,Austroasiatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,2,NA
75,Austroasiatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,3,NA
75,Austroasiatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,4,0.581909222
76,Tai-Kadai,0,0,0,0,1,NA,1,NA,NA,NA,NA,NA,50,1,-1.117646018
76,Tai-Kadai,0,0,0,0,1,NA,1,NA,NA,NA,NA,NA,50,2,0.310158047
76,Tai-Kadai,0,0,0,0,1,NA,1,NA,NA,NA,NA,NA,50,3,-0.811933291
76,Tai-Kadai,0,0,0,0,1,NA,1,NA,NA,NA,NA,NA,50,4,0.041075496
77,Austroasiatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,NA
77,Austroasiatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2,NA
77,Austroasiatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,NA
77,Austroasiatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,1.299302125
78,Austroasiatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,NA
78,Austroasiatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2,NA
78,Austroasiatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,3,NA
78,Austroasiatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,4,-1.164108422
79,Great Andamanese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1,NA
79,Great Andamanese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,2,NA
79,Great Andamanese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,3,NA
79,Great Andamanese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,NA
80,Indo-European,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,NA
80,Indo-European,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,2,NA
80,Indo-European,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,3,NA
80,Indo-European,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,4,-0.261352564
81,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,NA
81,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2,NA
81,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,3,NA
81,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,4,-0.618424945
82,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,1,NA
82,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,2,NA
82,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,3,NA
82,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,4,0.961160376
83,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,1,-1.117646018
83,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,2,0.310158047
83,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,3,NA
83,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,4,0.252725410
84,Austronesian,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,0,48,1,NA
84,Austronesian,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,0,48,2,-0.545126265
84,Austronesian,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,0,48,3,-0.811933291
84,Austronesian,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,0,48,4,-0.430263798
85,Austronesian,NA,NA,NA,NA,1,1,NA,1,1,NA,1,NA,23,1,NA
85,Austronesian,NA,NA,NA,NA,1,1,NA,1,1,NA,1,NA,23,2,-0.545126265
85,Austronesian,NA,NA,NA,NA,1,1,NA,1,1,NA,1,NA,23,3,NA
85,Austronesian,NA,NA,NA,NA,1,1,NA,1,1,NA,1,NA,23,4,0.931190849
86,Austronesian,0,0,0,0,0,0,0,0,1,NA,NA,NA,15,1,NA
86,Austronesian,0,0,0,0,0,0,0,0,1,NA,NA,NA,15,2,-1.400410576
86,Austronesian,0,0,0,0,0,0,0,0,1,NA,NA,NA,15,3,-0.811933291
86,Austronesian,0,0,0,0,0,0,0,0,1,NA,NA,NA,15,4,NA
87,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,NA
87,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,2,NA
87,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,3,NA
87,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,4,0.292051940
88,North Halmahera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,NA
88,North Halmahera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2,NA
88,North Halmahera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,3,NA
88,North Halmahera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,4,-0.316134565
89,Timor-Alor-Pantar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,NA
89,Timor-Alor-Pantar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,2,NA
89,Timor-Alor-Pantar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,3,NA
89,Timor-Alor-Pantar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,4,-1.486727605
90,NA,0,0,0,0,1,1,1,1,NA,NA,NA,NA,12,1,-1.117646018
90,NA,0,0,0,0,1,1,1,1,NA,NA,NA,NA,12,2,-1.400410576
90,NA,0,0,0,0,1,1,1,1,NA,NA,NA,NA,12,3,-0.811933291
90,NA,0,0,0,0,1,1,1,1,NA,NA,NA,NA,12,4,NA
91,Pama-Nyungan,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,13,1,-0.114630361
91,Pama-Nyungan,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,13,2,-0.545126265
91,Pama-Nyungan,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,13,3,NA
91,Pama-Nyungan,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,13,4,-1.380395610
92,Nuclear Trans New Guinea,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,20,1,-1.117646018
92,Nuclear Trans New Guinea,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,20,2,NA
92,Nuclear Trans New Guinea,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,20,3,0.270644430
92,Nuclear Trans New Guinea,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,20,4,0.695596149
93,Kolopom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1,0.888385296
93,Kolopom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,2,1.165442359
93,Kolopom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,NA
93,Kolopom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,4,-0.762011530
94,Nuclear Trans New Guinea,0,0,0,0,1,0,0,0,1,1,1,0,29,1,-1.117646018
94,Nuclear Trans New Guinea,0,0,0,0,1,0,0,0,1,1,1,0,29,2,NA
94,Nuclear Trans New Guinea,0,0,0,0,1,0,0,0,1,1,1,0,29,3,-0.811933291
94,Nuclear Trans New Guinea,0,0,0,0,1,0,0,0,1,1,1,0,29,4,0.342954258
95,Sepik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,NA
95,Sepik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,2,NA
95,Sepik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,3,NA
95,Sepik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,4,0.711200922
96,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,26,1,-1.117646018
96,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,26,2,-1.400410576
96,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,26,3,-0.811933291
96,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,26,4,-1.266562874
97,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,NA
97,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,2,NA
97,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,3,NA
97,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,4,NA
98,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,26,1,1.891400953
98,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,26,2,1.165442359
98,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,26,3,0.270644430
98,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,26,4,-1.737923154
NA,South Bougainville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,0.888385296
NA,South Bougainville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2,NA
NA,South Bougainville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,3,-0.811933291
NA,South Bougainville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,4,-0.483457234
100,Austronesian,NA,NA,NA,NA,1,1,1,1,1,1,1,1,28,1,0.888385296
100,Austronesian,NA,NA,NA,NA,1,1,1,1,1,1,1,1,28,2,1.165442359
100,Austronesian,NA,NA,NA,NA,1,1,1,1,1,1,1,1,28,3,0.270644430
100,Austronesian,NA,NA,NA,NA,1,1,1,1,1,1,1,1,28,4,NA
101,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1,NA
101,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,2,NA
101,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,3,NA
101,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4,NA
102,Austronesian,NA,NA,NA,NA,1,1,1,1,1,0,0,0,32,1,NA
102,Austronesian,NA,NA,NA,NA,1,1,1,1,1,0,0,0,32,2,-1.400410576
102,Austronesian,NA,NA,NA,NA,1,1,1,1,1,0,0,0,32,3,-0.811933291
102,Austronesian,NA,NA,NA,NA,1,1,1,1,1,0,0,0,32,4,NA
103,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,NA
103,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,2,NA
103,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,3,NA
103,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,4,NA
104,Austronesian,0,0,0,0,1,NA,NA,1,1,NA,NA,NA,24,1,0.888385296
104,Austronesian,0,0,0,0,1,NA,NA,1,1,NA,NA,NA,24,2,1.165442359
104,Austronesian,0,0,0,0,1,NA,NA,1,1,NA,NA,NA,24,3,1.353222151
104,Austronesian,0,0,0,0,1,NA,NA,1,1,NA,NA,NA,24,4,NA
105,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,NA
105,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2,NA
105,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,3,NA
105,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,4,NA
106,Austronesian,NA,NA,NA,NA,1,1,1,1,0,0,0,0,28,1,-0.114630361
106,Austronesian,NA,NA,NA,NA,1,1,1,1,0,0,0,0,28,2,1.165442359
106,Austronesian,NA,NA,NA,NA,1,1,1,1,0,0,0,0,28,3,-0.811933291
106,Austronesian,NA,NA,NA,NA,1,1,1,1,0,0,0,0,28,4,NA
107,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1,NA
107,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,2,NA
107,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,3,NA
107,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,4,NA
108,Austronesian,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,29,1,0.888385296
108,Austronesian,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,29,2,0.310158047
108,Austronesian,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,29,3,0.270644430
108,Austronesian,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,29,4,NA
109,Austronesian,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,28,1,NA
109,Austronesian,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,28,2,-0.545126265
109,Austronesian,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,28,3,NA
109,Austronesian,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,28,4,NA
110,Austronesian,NA,0,0,0,1,NA,1,0,NA,NA,NA,NA,32,1,NA
110,Austronesian,NA,0,0,0,1,NA,1,0,NA,NA,NA,NA,32,2,1.165442359
110,Austronesian,NA,0,0,0,1,NA,1,0,NA,NA,NA,NA,32,3,NA
110,Austronesian,NA,0,0,0,1,NA,1,0,NA,NA,NA,NA,32,4,NA
111,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1,NA
111,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,2,NA
111,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,3,NA
111,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,4,NA
112,Austronesian,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,31,1,-1.117646018
112,Austronesian,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,31,2,0.310158047
112,Austronesian,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,31,3,-0.811933291
112,Austronesian,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,31,4,-0.047927208
113,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,NA
113,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2,NA
113,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,3,NA
113,Austronesian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,4,-0.092607264
114,Sino-Tibetan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,NA
114,Sino-Tibetan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,2,NA
114,Sino-Tibetan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,3,NA
114,Sino-Tibetan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,4,0.123275928
115,Tungusic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,NA
115,Tungusic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,2,NA
115,Tungusic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,3,NA
115,Tungusic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,4,0.066682378
116,Koreanic,NA,NA,NA,NA,1,1,1,1,0,NA,NA,0,48,1,-0.114630361
116,Koreanic,NA,NA,NA,NA,1,1,1,1,0,NA,NA,0,48,2,-0.545126265
116,Koreanic,NA,NA,NA,NA,1,1,1,1,0,NA,NA,0,48,3,1.353222151
116,Koreanic,NA,NA,NA,NA,1,1,1,1,0,NA,NA,0,48,4,-0.010504153
117,Japonic,0,0,0,0,0,0,0,0,1,0,1,0,50,1,-1.117646018
117,Japonic,0,0,0,0,0,0,0,0,1,0,1,0,50,2,-0.545126265
117,Japonic,0,0,0,0,0,0,0,0,1,0,1,0,50,3,NA
117,Japonic,0,0,0,0,0,0,0,0,1,0,1,0,50,4,-0.028266043
118,Ainu,NA,NA,NA,NA,1,1,1,0,1,NA,NA,NA,17,1,-0.114630361
118,Ainu,NA,NA,NA,NA,1,1,1,0,1,NA,NA,NA,17,2,-1.400410576
118,Ainu,NA,NA,NA,NA,1,1,1,0,1,NA,NA,NA,17,3,0.270644430
118,Ainu,NA,NA,NA,NA,1,1,1,0,1,NA,NA,NA,17,4,-0.103598293
119,NA,0,0,0,0,1,1,NA,1,NA,NA,NA,NA,19,1,1.891400953
119,NA,0,0,0,0,1,1,NA,1,NA,NA,NA,NA,19,2,0.310158047
119,NA,0,0,0,0,1,1,NA,1,NA,NA,NA,NA,19,3,0.270644430
119,NA,0,0,0,0,1,1,NA,1,NA,NA,NA,NA,19,4,0.032461396
120,Yukaghir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1,NA
120,Yukaghir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,2,NA
120,Yukaghir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,3,NA
120,Yukaghir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,4,-0.960436533
121,Chukotko-Kamchatkan,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,18,1,-0.114630361
121,Chukotko-Kamchatkan,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,18,2,0.310158047
121,Chukotko-Kamchatkan,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,18,3,-0.811933291
121,Chukotko-Kamchatkan,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,18,4,NA
122,Athabaskan-Eyak-Tlingit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,NA
122,Athabaskan-Eyak-Tlingit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,NA
122,Athabaskan-Eyak-Tlingit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,3,NA
122,Athabaskan-Eyak-Tlingit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,4,-0.675887327
123,Eskimo-Aleut,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,NA
123,Eskimo-Aleut,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,NA
123,Eskimo-Aleut,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,3,NA
123,Eskimo-Aleut,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,-0.523523495
124,Eskimo-Aleut,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,1,16,1,1.891400953
124,Eskimo-Aleut,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,1,16,2,1.165442359
124,Eskimo-Aleut,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,1,16,3,0.270644430
124,Eskimo-Aleut,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,1,16,4,-1.330276340
125,Algic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,NA
125,Algic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,NA
125,Algic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3,NA
125,Algic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,0.049442145
126,Algic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1,NA
126,Algic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,2,NA
126,Algic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,3,NA
126,Algic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,4,0.263084761
127,Algic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,NA
127,Algic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2,NA
127,Algic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3,NA
127,Algic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,4,-0.020865687
128,Athabaskan-Eyak-Tlingit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,NA
128,Athabaskan-Eyak-Tlingit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2,NA
128,Athabaskan-Eyak-Tlingit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,3,NA
128,Athabaskan-Eyak-Tlingit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,-0.507859059
129,Athabaskan-Eyak-Tlingit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1,NA
129,Athabaskan-Eyak-Tlingit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,2,NA
129,Athabaskan-Eyak-Tlingit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,3,NA
129,Athabaskan-Eyak-Tlingit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,-0.371900546
130,Athabaskan-Eyak-Tlingit,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,16,1,-1.117646018
130,Athabaskan-Eyak-Tlingit,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,16,2,-1.400410576
130,Athabaskan-Eyak-Tlingit,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,16,3,NA
130,Athabaskan-Eyak-Tlingit,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,16,4,-0.284366587
131,Haida,1,NA,NA,NA,1,NA,NA,0,1,NA,NA,NA,23,1,NA
131,Haida,1,NA,NA,NA,1,NA,NA,0,1,NA,NA,NA,23,2,-1.400410576
